+-------------------------------+
| Mod name | Registry name | ID |
+-------------------------------+
| Minecraft | minecraft:area_effect_cloud | 0 |
| Minecraft | minecraft:armor_stand | 1 |
| Minecraft | minecraft:arrow | 2 |
| Minecraft | minecraft:axolotl | 3 |
| Minecraft | minecraft:bat | 4 |
| Minecraft | minecraft:bee | 5 |
| Minecraft | minecraft:blaze | 6 |
| Minecraft | minecraft:boat | 7 |
| Minecraft | minecraft:cat | 8 |
| Minecraft | minecraft:cave_spider | 9 |
| Minecraft | minecraft:chest_minecart | 51 |
| Minecraft | minecraft:chicken | 10 |
| Minecraft | minecraft:cod | 11 |
| Minecraft | minecraft:command_block_minecart | 52 |
| Minecraft | minecraft:cow | 12 |
| Minecraft | minecraft:creeper | 13 |
| Minecraft | minecraft:dolphin | 14 |
| Minecraft | minecraft:donkey | 15 |
| Minecraft | minecraft:dragon_fireball | 16 |
| Minecraft | minecraft:drowned | 17 |
| Minecraft | minecraft:egg | 89 |
| Minecraft | minecraft:elder_guardian | 18 |
| Minecraft | minecraft:end_crystal | 19 |
| Minecraft | minecraft:ender_dragon | 20 |
| Minecraft | minecraft:ender_pearl | 90 |
| Minecraft | minecraft:enderman | 21 |
| Minecraft | minecraft:endermite | 22 |
| Minecraft | minecraft:evoker | 23 |
| Minecraft | minecraft:evoker_fangs | 24 |
| Minecraft | minecraft:experience_bottle | 91 |
| Minecraft | minecraft:experience_orb | 25 |
| Minecraft | minecraft:eye_of_ender | 26 |
| Minecraft | minecraft:falling_block | 27 |
| Minecraft | minecraft:fireball | 43 |
| Minecraft | minecraft:firework_rocket | 28 |
| Minecraft | minecraft:fishing_bobber | 112 |
| Minecraft | minecraft:fox | 29 |
| Minecraft | minecraft:furnace_minecart | 53 |
| Minecraft | minecraft:ghast | 30 |
| Minecraft | minecraft:giant | 31 |
| Minecraft | minecraft:glow_item_frame | 32 |
| Minecraft | minecraft:glow_squid | 33 |
| Minecraft | minecraft:goat | 34 |
| Minecraft | minecraft:guardian | 35 |
| Minecraft | minecraft:hoglin | 36 |
| Minecraft | minecraft:hopper_minecart | 54 |
| Minecraft | minecraft:horse | 37 |
| Minecraft | minecraft:husk | 38 |
| Minecraft | minecraft:illusioner | 39 |
| Minecraft | minecraft:iron_golem | 40 |
| Minecraft | minecraft:item | 41 |
| Minecraft | minecraft:item_frame | 42 |
| Minecraft | minecraft:leash_knot | 44 |
| Minecraft | minecraft:lightning_bolt | 45 |
| Minecraft | minecraft:llama | 46 |
| Minecraft | minecraft:llama_spit | 47 |
| Minecraft | minecraft:magma_cube | 48 |
| Minecraft | minecraft:marker | 49 |
| Minecraft | minecraft:minecart | 50 |
| Minecraft | minecraft:mooshroom | 58 |
| Minecraft | minecraft:mule | 57 |
| Minecraft | minecraft:ocelot | 59 |
| Minecraft | minecraft:painting | 60 |
| Minecraft | minecraft:panda | 61 |
| Minecraft | minecraft:parrot | 62 |
| Minecraft | minecraft:phantom | 63 |
| Minecraft | minecraft:pig | 64 |
| Minecraft | minecraft:piglin | 65 |
| Minecraft | minecraft:piglin_brute | 66 |
| Minecraft | minecraft:pillager | 67 |
| Minecraft | minecraft:player | 111 |
| Minecraft | minecraft:polar_bear | 68 |
| Minecraft | minecraft:potion | 92 |
| Minecraft | minecraft:pufferfish | 70 |
| Minecraft | minecraft:rabbit | 71 |
| Minecraft | minecraft:ravager | 72 |
| Minecraft | minecraft:salmon | 73 |
| Minecraft | minecraft:sheep | 74 |
| Minecraft | minecraft:shulker | 75 |
| Minecraft | minecraft:shulker_bullet | 76 |
| Minecraft | minecraft:silverfish | 77 |
| Minecraft | minecraft:skeleton | 78 |
| Minecraft | minecraft:skeleton_horse | 79 |
| Minecraft | minecraft:slime | 80 |
| Minecraft | minecraft:small_fireball | 81 |
| Minecraft | minecraft:snow_golem | 82 |
| Minecraft | minecraft:snowball | 83 |
| Minecraft | minecraft:spawner_minecart | 55 |
| Minecraft | minecraft:spectral_arrow | 84 |
| Minecraft | minecraft:spider | 85 |
| Minecraft | minecraft:squid | 86 |
| Minecraft | minecraft:stray | 87 |
| Minecraft | minecraft:strider | 88 |
| Minecraft | minecraft:tnt | 69 |
| Minecraft | minecraft:tnt_minecart | 56 |
| Minecraft | minecraft:trader_llama | 94 |
| Minecraft | minecraft:trident | 93 |
| Minecraft | minecraft:tropical_fish | 95 |
| Minecraft | minecraft:turtle | 96 |
| Minecraft | minecraft:vex | 97 |
| Minecraft | minecraft:villager | 98 |
| Minecraft | minecraft:vindicator | 99 |
| Minecraft | minecraft:wandering_trader | 100 |
| Minecraft | minecraft:witch | 101 |
| Minecraft | minecraft:wither | 102 |
| Minecraft | minecraft:wither_skeleton | 103 |
| Minecraft | minecraft:wither_skull | 104 |
| Minecraft | minecraft:wolf | 105 |
| Minecraft | minecraft:zoglin | 106 |
| Minecraft | minecraft:zombie | 107 |
| Minecraft | minecraft:zombie_horse | 108 |
| Minecraft | minecraft:zombie_villager | 109 |
| Minecraft | minecraft:zombified_piglin | 110 |
| Unknown | adventurez:amethyst_golem | 146 |
| Unknown | adventurez:amethyst_shard | 147 |
| Unknown | adventurez:blaze_guardian | 130 |
| Unknown | adventurez:blaze_guardian_shield | 143 |
| Unknown | adventurez:brown_fungus | 135 |
| Unknown | adventurez:deer | 151 |
| Unknown | adventurez:desert_rhino | 148 |
